1	This nation respects and trusts our military, and we are confident in your victories to come.
2	I may not be the most eloquent, but I learned early that eloquence won't draw oil from the ground.
2	And today, America welcomes into the mainstream of life all of our fellow citizens with disabilities.
2	In this view, the country waits passive while Washington sets the rules.
0	Just as Muslims do not fit a crude stereotype, America is not the crude stereotype of a self-interested empire.
1	Every taxpayer pays lower income taxes.
2	But here at home there's another threat, a cancer gnawing away at our nation's health.
2	It's a little-known fact, but America's best job creators and greatest innovators tend to be our smaller companies.
2	America is tired of phony deficit reduction or promise-now, save-later plans.
1	Crossing the line would needlessly encourage a conflict between science and ethics that can only do damage to both, and to our nation as a whole.
0	That’s why we’ve already made one of the largest increases in funding for veterans in decades.
0	We have the most powerful military on Earth, but that's not what makes us strong.
2	On the night I announced Operation Desert Storm, I expressed my hope that out of the horrors of war might come new momentum for peace.
1	Yet moral clarity was essential to our victory in the Cold War.
0	What has also been lost is our sense of common purpose—our sense of higher purpose.
2	That deficit was already greater than it should have been—a projected $232 billion for the coming year.
0	Denying that fact is baseless, it is ignorant, and it is hateful.
0	Now , understand , I am sure you ’ ve learned during your years of college -- and if not , you will learn soon -- that there are
1	This nation must continue to speak out for justice and truth.
1	In that box is the bill.
0	But the long sweep of America has been defined by forward motion, a constant widening of our founding creed to embrace all and not just some.
0	Meanwhile, the struggle for women's equality continues in many aspects of American life and in countries around the world.
0	That's how we became America.
1	Laura and I are especially honored to visit this great institution in your bicentennial year.
1	And I can pledge our nation to a goal : When we see that wounded traveler on the road to Jericho , we will not pass to the other
0	Since the start of this new millennium, you’ve already witnessed horrific terrorist attacks, and war, and a Great Recession.
2	In fact, we have started to do something.
1	I want a West Point football player."
0	The uninsured rate has never, ever been lower.
0	And increasingly , we become so secure in our bubbles that we start accepting only information , whether it 's true or not , that fits our opinions ,
2	His people have been lied to, denied the truth.
2	If we do , the long-term result will be a healthier nation and something more : We will have once again put ourselves on the path of economic growth
2	Clearly, each and every one of us can find fault with something in this agreement.
1	So now it's time to spend billions of dollars and get good results.
2	And every time I hear someone has breached the public trust it breaks my heart.
0	That's not how moral authority is claimed; that's how it is surrendered.
0	You don't protect Israel and deter Iran just by talking tough in Washington.
0	And when the first Muslim American was recently elected to Congress , he took the oath to defend our Constitution using the same Holy Koran that one of our
1	We benefitted from the thoughtful recommendations of the Iraq Study Group, a bipartisan panel led by former Secretary of State James Baker and former Congressman Lee Hamilton.
0	That's not the judgment we need.
2	For seven and a half years I have helped a President conduct the most difficult job on earth.
2	To all of you, I just want to say your triumph is that your bill will now be law, and that this day belongs to you.
0	There were moments when , immediately after World War II , for example , or the end of the Cold War , when the world bent more easily to
2	And now I turn to the American people to share my hopes and intentions, and why - and where - I wish to lead.
2	Arab leaders sought what became known as an Arab solution, only to conclude that Saddam Hussein was unwilling to leave Kuwait.
0	That's how our democracy was designed.
2	At the bright center is the individual.
0	Because you did change the world.
0	Because next week, in Minnesota, the same party that brought you two terms of George Bush and Dick Cheney will ask this country for a third.
0	It 's a promise that says the market should reward drive and innovation and generate growth , but that businesses should live up to their responsibilities to create American
0	Now , it ’ s our responsibility to honor them by coming together , all of us , and working to secure the dream that so many generations have
2	For the first time , a Republican President and leaders of a Democratic Congress have agreed to real cuts that will be enforced by law , not promises—no smoke
2	And there are the homeless.
0	Because for two hundred and thirty two years , at each moment when that promise was in jeopardy , ordinary men and women—students and soldiers , farmers and teachers
0	Two hundred and fifty years ago , when America was still just an idea , a charter from the Royal Governor -- Ben Franklin ’ s son -- established
0	The pace of our troop reductions will be determined by conditions on the ground, and our support for Afghanistan will endure.
2	A world where the strong respect the rights of the weak.
2	I will not allow this country to be made weak again.
2	The fact is, they talk - we deliver.
0	Because, as my mom used to tell me, reality has a way of catching up with you.
0	How do we excuse ethical lapses in our own party, but pounce when the other party does the same thing?
0	So whatever we think of the past, we must not be prisoners to it.
1	And we will lead the world in opposing it.
1	And all of us are diminished when any are hopeless.
0	Tonight , I ’ d like to talk to you about the end of our combat mission in Iraq , the ongoing security challenges we face , and the
2	And third, we must work to create new opportunities for peace and stability in the Middle East.
0	So, you see, that's what our democracy demands.
0	Now, if we want to reverse those trends, there are a bunch of policies that would make a real difference.
1	So in return for federal dollars , we are asking states to design accountability systems to show parents and teachers whether or not children can read and write and
0	Since I graduated, an Iron Curtain fell, apartheid ended.
1	Each of these lines can be replicated many times.
0	It 's why GIs gave their lives at Omaha Beach and Iwo Jima , Iraq and Afghanistan , and why men and women from Selma to Stonewall were prepared
0	You won’t always get everything you want -- at least not as fast as you want it.
1	In the world we have entered, the only path to safety is the path of action.
0	And we are here because we love this country too much to let the next four years look like the last eight.
1	Now it is a seed upon the wind, taking root in many nations.
1	Different circumstances require different methods, but not different moralities.
2	Or change that risks retreat?
0	Take the challenge of climate change.
0	Well it's time for them to own their failure.
0	As with the surge in Iraq , these forces will be in place for a limited time to provide space for the Afghans to build their capacity and secure
0	But most of all, congratulations to the Class of 2016!
0	But let us be clear: Al Qaida killed nearly 3,000 people on that day.
0	But if you were listening to today’s political debate, you might wonder where this strain of anti-intellectualism came from.
2	And lower interest rates mean savings for consumers, lower mortgage payments for new homeowners, and more investment to produce more jobs.
2	Let no one doubt our staying power.
2	Our ability to function effectively as a great power abroad depends on how we conduct ourselves at home.
0	And this is a difficult responsibility to embrace , for human history has often been a record of nations and tribes and , yes , religions subjugating one another
1	We're also taking other steps to bolster the security of Iraq and protect American interests in the Middle East.
2	They've already intercepted more than 700 ships to enforce the sanctions.
0	Some were teenagers when the war began.
0	Audience members: Four more years!
2	I accept your nomination for President.
2	We're now in sight of a United Nations that performs as envisioned by its founders.
0	The Republican nominee, John McCain, has worn the uniform of our country with bravery and distinction, and for that we owe him our gratitude and respect.
0	If you doubt you can make a difference, look at the impact some of your fellow graduates are already making.
0	Tonight, more Americans are out of work and more are working harder for less.
0	To President Clinton , who last night made the case for change as only he can make it ; to Ted Kennedy , who embodies the spirit of service
2	Our interest, our involvement in the Gulf is not transitory.
2	How do we complete it?
0	Now , there is no straight line to realize this promise , but this much is clear : Governments that protect these rights are ultimately more stable , successful
1	But we made it, because of the willingness of four fine leaders to do what was right for America.
0	The men and women who serve in our battlefields may be Democrats and Republicans and Independents , but they have fought together and bled together and some died together
0	The wealthy are paying a fairer share of taxes even as the stock market shatters records.
2	But enduring peace must be our mission.
1	In your last year, America was attacked by a ruthless and resourceful enemy.
0	I am suggesting that those highest expressions of our humanity can only flourish when our economy functions well , and proposed budgets add up , and our environment is
2	God bless you, and good night.
0	That spirit informed our inventors and our explorers , the Edisons and the Wright Brothers , and the George Washington Carvers and the Grace Hoppers , and the Norman
0	Americans are ready to join with citizens and governments , community organizations , religious leaders , and businesses in Muslim communities around the world to help our people pursue
0	I love this country, and so do you, and so does John McCain.
2	It belongs to the regulars, to the reserves, to the National Guard.
1	All nations that decide for aggression and terror will pay a price.
0	I'll help our auto companies re-tool, so that the fuel-efficient cars of the future are built right here in America.
0	We have to agree that facts and evidence matter.
0	I'm aware that there's still some who would question or even justify the events of 9/11.
0	And to all who serve or have served, it has been the honor of my lifetime to be your Commander in Chief.
2	We lifted the yoke of aggression and tyranny from a small country that many Americans had never even heard of, and we ask nothing in return.
2	Last year, we celebrated a victory of international freedom.
2	And so, second, I ask you to take this initiative: Tell your Congressmen and Senators you support this deficit reduction agreement.
0	The relationship between Islam and the West includes centuries of coexistence and cooperation, but also conflict and religious wars.
0	This new approach reflects our long-term partnership with Iraq -- one based upon mutual interest and mutual respect.
0	The obligations that the parties have agreed to under the road map are clear.
1	Iran would be emboldened in its pursuit of nuclear weapons.
0	He’d get a D.
1	Our nation is equipped with new tools to monitor the terrorists' movements, freeze their finances, and break up their plots.
2	And so I know that what it all comes down to , this election - what it all comes down to , after all the shouting and the cheers
0	On November 4th, we must stand up and say: "Eight is enough."
2	They set out to confront an enemy abroad, and in the process, they transformed a nation at home.
1	While our nation is safer than it was seven years ago, the gravest threat to our people remains another terrorist attack.
1	For much of the last century, America's defense relied on the Cold War doctrines of deterrence and containment.
0	Of course, the soldiers left much behind.
1	And though it requires sacrifice, it brings a deeper fulfillment.
2	So, our budget plan will give small and medium-size companies a needed shot in the arm.
1	The peoples of the Islamic nations want and deserve the same freedoms and opportunities as people in every nation.
1	Our security will require transforming the military you will lead -- a military that must be ready to strike at a moment 's notice in any dark corner of
0	We are the party of Roosevelt.
1	Yet compassion is the work of a nation, not just a government.
1	If our country does not lead the cause of freedom, it will not be led.
0	We’ve cut extreme poverty drastically.
2	And if , with the Congress , we can develop a satisfactory program by the end of the month , we can avoid the ax of sequester—deep across-the-board cuts
0	So that faith that I placed all those years ago , not far from here , in the power of ordinary Americans to bring about change—that faith has been
1	All Americans are in this together.
2	That support will be even more important in the days to come.
0	And it is that promise that forty five years ago today , brought Americans from every corner of this land to stand together on a Mall in Washington ,
2	But America, don't let 'em fool ya.
0	This is not simply about America's interests.
0	I believe that's misguided.
1	But we must reject isolationism and its companion, protectionism.
0	The second major source of tension that we need to discuss is the situation between Israelis, Palestinians, and the Arab world.
2	The agreement is fair, and so is the American spirit.
0	We can invest in early childhood education.
0	“My peers give me a lot of hope that we’ll overcome the obstacles we face in society.”  That's you!
0	Of course, violence will not end with our combat mission.
0	Last February , I announced a plan that would bring our combat brigades out of Iraq , while redoubling our efforts to strengthen Iraq ’ s Security Forces and
0	I 've seen the youngest of children remind us through their actions and through their generosity of our obligations to care for refugees or work for peace and ,
0	New markets for our goods stretch from Asia to the Americas.
1	Since I announced my policy in 2001, advances in scientific research have also shown the great potential of stem cells that are derived without harming human embryos.
0	In ancient times and in our times, Muslim communities have been at the forefront of innovation and education.
0	But we have also understood that our nation’s strength and influence abroad must be firmly anchored in our prosperity at home.
1	We have our best chance since the rise of the nation state in the 17th century to build a world where the great powers compete in peace instead of
2	And he came back from Baghdad with no progress at all in getting Saddam Hussein to withdraw from Kuwait.
0	Nine-eleven was an enormous trauma to our country.
2	We moved to west Texas 40 years ago.
2	So, tonight I call on the Congress to move forward aggressively on our domestic front.
0	Malia and Sasha, under the strangest of circumstances, you have become two amazing young women.
0	The Holy Bible tells us: "Blessed are the peacemakers, for they shall be called sons of God."
1	And you walk in the tradition of second lieutenants who did the same, by fighting and dying on distant battlefields.
0	(Laughter and applause.)
1	We will expand intelligence-sharing and deploy Patriot air defense systems to reassure our friends and allies.
0	When Washington doesn't work, all its promises seem empty.
0	The point is , to help ourselves we ’ ve got to help others -- ( applause ) -- not pull up the drawbridge and try to keep the
1	We will meet aggression and bad faith with resolve and strength.
1	And above all, I thank the American people for the trust you have given me.
2	First, we must work together to create shared security arrangements in the region.
2	Indeed, for the innocents caught in this conflict, I pray for their safety.
1	And we will seek out and destroy the networks providing advanced weaponry and training to our enemies in Iraq.
2	But now it's time to produce.
1	Mr. Secretary , Governor Pataki , members of the United States Congress , Academy staff and faculty , distinguished guests , proud family members , and graduates : I
0	For while Senator McCain was turning his sights to Iraq just days after 9/11 , I stood up and opposed this war , knowing that it would distract us
0	And such a vision, however well intended, was never realistic.
0	For part of what has been lost these past eight years can't just be measured by lost wages or bigger trade deficits.
0	But privately, many Muslims recognize that Israel will not go away.
2	And fourth , the Congress should , this month , enact a 5-year program to reduce the projected debt and deficits by $ 500 billion—that 's by half a
0	But what the people heard instead—people of every creed and color, from every walk of life—is that in America, our destiny is inextricably linked.
1	But his petition for a waiver was granted, and for the past year he has trained in battlefield medicine.
2	As I report to you, air attacks are underway against military targets in Iraq.
2	They call it a Swiss cheese economy.
0	That's it, Class of 2016 -- (laughter) -- a few suggestions on how you can change the world.
2	As for me, I have held high office and done the work of democracy day by day.
1	I ask you to seek a common good beyond your comfort; to defend needed reforms against easy attacks; to serve your nation, beginning with your neighbor.
1	And in the long run, advancing this belief is the only practical way to protect our citizens.
0	The United States does not accept the legitimacy of continued Israeli settlements.
1	Our democratic faith is more than the creed of our country , it is the inborn hope of our humanity , an ideal we carry but do not own
0	Words alone cannot meet the needs of our people.
0	We ’ ve persevered because of a belief we share with the Iraqi people -- a belief that out of the ashes of war , a new beginning could
1	In a tradition dating back to our founding, the presidency will pass to a successor chosen by you, the American people.
2	They emerged from their bunker broken, tears streaming from their eyes, fearing the worst.
0	But there are no quick fixes to this long-term trend.
1	When people have hope in the future, they will not cede their lives to violence and extremism.
0	And that's why I strongly reaffirmed America's commitment to seek a world in which no nations hold nuclear weapons.
2	Moslems and non-Moslems, Arabs and non-Arabs, soldiers from many nations stand shoulder to shoulder, resolute against Saddam Hussein's ambitions.
2	He will go to listen, to probe, to offer suggestions—to advance the search for peace and stability.
0	Resistance through violence and killing is wrong, and it does not succeed.
0	America , we weaken those ties when we allow our political dialogue to become so corrosive that people of good character are n't even willing to enter into public
0	It's not because I wasn’t proposing them.
1	Today, we affirm a new commitment to live out our nation's promise through civility, courage, compassion and character.
1	America has gone more than seven years without another terrorist attack on our soil.
1	But there can be little debate about the results.
2	For the sake of our principles, for the sake of the Kuwaiti people, we stood our ground.
1	We must show courage in a time of blessing by confronting problems instead of passing them on to future generations.
1	The bill also ensures that these new programs are carried out in a way that protects taxpayers.
2	And finally , we should all sit up and listen to Jackie Jones , an Army lieutenant , when she says , `` If we let him get away
2	We're glad you're here.
1	They remind us that we all begin our lives as a small collection of cells.
0	There’s more democracy.
0	But those are sporadic, those moments, those episodes.
0	But it should be their choice.
2	It 's been the work of a true coalition , a strong and inspiring coalition of people who have shared both a dream and a passionate determination to make
0	But, ironically, the flood of information hasn’t made us more discerning of the truth.
0	The sooner the extremists are isolated and unwelcome in Muslim communities, the sooner we will all be safer.
1	Encouraging responsibility is not a search for scapegoats, it is a call to conscience.
2	There's graft in city hall, the greed on Wall Street; there's influence peddling in Washington, and the small corruptions of everyday ambition.
0	And we have moved millions of pieces of equipment out of Iraq.
1	He is a fabulous United States senator.
0	Now, it's true that a lot of schools invite me to their commencement every year.
2	And we're getting superb cooperation.
2	Our commitment to peace in the Middle East does not end with the liberation of Kuwait.
0	But I also know that human progress cannot be denied.
0	Don't feel like you got to shut your ears off because you're too fragile and somebody might offend your sensibilities.
2	I've been to the factories that feel the strain of change.
0	U.S. troops pulled out of Iraq’s cities last summer, and Iraqi forces have moved into the lead with considerable skill and commitment to their fellow citizens.
0	And this trend represents a third threat to our democracy.
1	God bless you all, and God bless America.
2	That's why Secretary of State Baker and Treasury Secretary Brady have met with many world leaders to underscore that the burden of this collective effort must be shared.
2	I may sometimes be a little awkward, but there's nothing self-conscious in my love of country.
2	While the world waited, Saddam sought to add to the chemical weapons arsenal he now possesses, an infinitely more dangerous weapon of mass destruction—a nuclear weapon.
0	This, in turn, has short-changed investments in our own people, and contributed to record deficits.
1	When this spirit is present, no wrong can stand against it.
0	It depends on us , on the choices we make , particularly at certain inflection points in history ; particularly when big changes are happening and everything seems up
2	I will increase the power of parents.
1	I recently ordered the deployment of an additional carrier strike group to the region.
1	I believe that with the right techniques and the right policies, we can achieve scientific progress while living up to our ethical responsibilities.
2	There are millions of young Americans in their 20's who barely remember the days of gas lines and unemployment lines.
0	Many wait in refugee camps in the West Bank , Gaza , and neighboring lands for a life of peace and security that they have never been able to
2	Well, it's nice of them to want to play on our field.
1	Our enemies are patient, and determined to strike again.
1	Only Iraqis can end the sectarian violence and secure their people.
0	Today, it’s 300 times more.
0	If we 're unwilling to invest in the children of immigrants , just because they do n't look like us , we will diminish the prospects of our own
2	Instead, he remained intransigent, certain that time was on his side.
0	And I 'll invest 150 billion dollars over the next decade in affordable , renewable sources of energy—wind power and solar power and the next generation of biofuels ;
2	"Zero tolerance" isn't just a policy, it's an attitude.
1	As I begin, I thank President Clinton for his service to our nation.
0	Thank you, and may God's peace be upon you.
0	Because of our troops and civilians -- and because of the resilience of the Iraqi people -- Iraq has the opportunity to embrace a new destiny , even though
0	So you have to stick with it.
2	The security and stability of the Persian Gulf must be assured.
1	And so the new role of the federal government is to set high standards , provide resources , hold people accountable , and liberate school districts to meet the
2	These goals are not ours alone.
2	These words have been our guide for more than two centuries as we've labored to form our more perfect union.
1	The vast majority of them -- five brigades -- will be deployed to Baghdad.
1	We will confront weapons of mass destruction, so that a new century is spared new horrors.
0	And although Boston and Orlando and San Bernardino and Fort Hood remind us of how dangerous radicalization can be , our law enforcement agencies are more effective and vigilant
0	And every day, I have learned from you.
1	Moral truth is the same in every culture, in every time, and in every place.
0	We know that is God's vision, now that must be our work here on Earth.
2	Iraq will eventually comply with all relevant United Nations resolutions , and then , when peace is restored , it is our hope that Iraq will live as a
1	Now America is engaged in a new struggle that will set the course for a new century.
0	And so we have to preserve this truth with `` jealous anxiety ; '' that we should reject `` the first dawning of every attempt to alienate any portion
2	And fourth, the ADA ensures equivalent telephone services for people with speech or hearing impediments.
0	For over a thousand years , Al-Azhar has stood as a beacon of Islamic learning , and for over a century , Cairo University has been a source of
0	And that’s exactly why it’s always been young people like you that have brought about big change -- because you don't fear the future.
0	Whether or not we stand up for our freedoms, whether or not we respect and enforce the rule of law, that's up to us.
0	And may God bless the United States of America, and all who serve her.
2	They are cut off from world trade, unable to sell their oil.
1	We see that value in the children who are with us today.
1	I appreciate so very much my friend, Judd Gregg, from the state of New Hampshire, being here.
2	Worked in the oil business, started my own.
1	I believe America's scientists have the ingenuity and skill to meet this challenge.
0	How else could he propose hundreds of billions in tax breaks for big corporations and oil companies but not one penny of tax relief to more than one hundred
2	Many worry about your reaction to one part or another.
0	And the issues that I have described will not be easy to address , but we have a responsibility to join together on behalf of the world that we
1	I probably won't be sharing that with the Secretary of the Navy.
0	That’s how we make sure that international rules are consistent with our values -- including human rights.
0	And in so many ways , the history of Rutgers mirrors the evolution of America -- the course by which we became bigger , stronger , and richer and
0	I've seen our doctors and volunteers rebuild after earthquakes and stop pandemics in their tracks.
1	This policy has allowed important research to go forward without using taxpayer funds to encourage the further deliberate destruction of human embryos.
0	Last year, incomes rose for all races, all age groups, for men and for women.
1	In the last few decades , we 've seen nations from Chile to South Korea build modern economies and freer societies , lifting millions of people out of despair
0	It ain’t so.
0	They have killed in many countries.
0	In some ways, it’s just made us more confident in our ignorance.
2	Though liberal democrats have an odd view of it.
2	In the time since then, the brave men and women of Desert Storm accomplished more than even they may realize.
0	But I worry if we think that the entire burden of our engagement with the world is up to the 1 percent who serve in our military , and
2	Not only two very different men, but two very different ideas of the future will be voted on this election day.
0	For many years, Iran has defined itself in part by its opposition to my country, and there is in fact a tumultuous history between us.
0	Because that, after all, is why we serve.
2	I want power in the hands of parents.
0	I'm a Christian, but my father came from a Kenyan family that includes generations of Muslims.
0	So that 's what we mean when we say America 's exceptional : not that our Nation has been flawless from the start , but that we have shown
2	If our forces could win the ground war in 100 hours, then surely the Congress can pass this legislation in 100 days.
2	I will modernize and preserve our technological edge.
1	The battles waged by our troops are part of a broader struggle between two dramatically different systems.
1	If , however , schools do n't perform , if , however , given the new resources , focused resources , they are unable to solve the problem of
1	I ended up dropping out in the 7th grade.
2	Should free men and women have the right to own a gun to protect their home?
1	But I also understand that if we do not lead the world against terror , that your children and your grandchildren will not grow up in a society that
0	I know there are many, Muslim and non-Muslim, who question whether we can forge this new beginning.
2	One by one the unfree places fall, not to the force of arms but to the force of an idea: freedom works.
2	The truth is, this election is about the beliefs we share, the values we honor, the principles we hold dear.
0	Rather than remain trapped in the past, I've made it clear to Iran's leaders and people that my country is prepared to move forward.
2	I've seen the urban children who play amidst the shattered glass and shattered lives.
1	See, the government will purchase troubled assets and once the market recovers, it is likely that many of the assets will go up in value.
2	And I am not going to let anyone take it away from us.
2	We came in and gave it emergency treatment: Got the temperature down by lowering regulation, got the blood pressure down when we lowered taxes.
1	I asked Rod to join my administration because I wanted somebody who understood what it meant to run a school district in Washington, D.C.
0	And the only thing that makes me prouder than all the good that we 've done is the thought of all the amazing things that you are going to
1	I am honored and humbled to stand here, where so many of America's leaders have come before me, and so many will follow.
0	Now, we also know that military power alone is not going to solve the problems in Afghanistan and Pakistan.
1	America, at its best, is a place where personal responsibility is valued and expected.
0	These challenges are not all of government's making.
2	But it is the best agreement that can be legislated now.
1	Now we must choose if the example of our fathers and mothers will inspire us or condemn us.
2	And then, let's build on success with those and enact the rest of our agenda.
1	May God bless this house and our next President.
0	That is embedded in our constitutional design.
0	And he’s a senator!
2	And one thing more: In the pursuit of these goals America will not be intimidated.
0	For native-born Americans , it means reminding ourselves that the stereotypes about immigrants today were said , almost word for word , about the Irish and Italians and Poles
1	You will help establish a peace that allows millions around the world to live in liberty and to grow in prosperity.
1	I've often spoken to you about good and evil, and this has made some uncomfortable.
0	It has no power on its own.
1	Every morning, I received a briefing on the threats to our nation.
1	Mothers and fathers and children across the Islamic world, and all the world, share the same fears and aspirations.
1	You leave here marked by the character of this Academy, carrying with you the highest ideals of our nation.
2	We applaud you and your shining example.
2	We grieve for all our fallen soldiers and their families, for all the innocents caught up in this conflict.
0	And engagement means using all the levers of our national power, and rallying the world to take on our shared challenges.
0	So, Class of 2016, let me be as clear as I can be.
1	Signing this bill is the end of a long, long time of people sitting in rooms trying to hammer out differences.
2	One issue Look at the world on this bright August night.
0	You also survived the daily jockeying for buses, from Livingston to Busch, to Cook, to Douglass, and back again.
2	A comprehensive peace must be grounded in United Nations Security Council Resolutions 242 and 338 and the principle of territory for peace.
0	I 've come here to Cairo to seek a new beginning between the United States and Muslims around the world , one based on mutual interest and mutual respect
0	The Arab-Israeli conflict should no longer be used to distract the people of Arab nations from other problems.
1	The Senate passed the same legislation on Wednesday night.
0	We’ve got a bunch of big problems to solve.
2	And most importantly, most importantly of all, all those who served in the field.
1	We can advance the cause of science while upholding this founding promise.
1	We'll take the time necessary to design an effective program that achieves its objectives -- and does not waste taxpayer dollars.
2	Once again, Americans have stepped forward to share a tearful goodbye with their families before leaving for a strange and distant shore.
2	Within 3 days, 120,000 Iraqi troops with 850 tanks had poured into Kuwait and moved south to threaten Saudi Arabia.
2	But if we succeed, every American will have a large burden lifted.
0	We meet at a time of great tension between the United States and Muslims around the world , tension rooted in historical forces that go beyond any current policy
0	But you are the first to launch a three-year campaign.
0	Islamic culture has given us majestic arches and soaring spires, timeless poetry and cherished music, elegant calligraphy and places of peaceful contemplation.
0	After my election, there was talk of a postracial America.
2	The Security Council has imposed mandatory economic sanctions on Iraq, designed to force Iraq to relinquish the spoils of its illegal conquest.
0	I have mourned with grieving families searching for answers, and found grace in a Charleston church.
2	It will not mess with Social Security in any way.
0	I will end this war in Iraq responsibly, and finish the fight against al Qaeda and the Taliban in Afghanistan.
0	The Holy Koran teaches that "whoever kills an innocent" is as—"it is as if he has killed all mankind."
0	More of you have cars you can't afford to drive, credit card bills you can't afford to pay, and tuition that's beyond your reach.
2	And today, we're ready to do the same thing with our schools and expand choice in education.
1	The Fetus Farming Prohibition Act was sponsored by Senators Santorum and Brownback -- both who are here.
2	A President must be many things.
0	And throughout history, Islam has demonstrated through words and deeds the possibilities of religious tolerance and racial equality.
2	And I take those who have guided me personally over the years : of course , my friends Evan Kemp and Justin Dart , up here on the platform
0	This afternoon, I spoke to former President George W. Bush.
0	Now, I recognize it doesn’t feel like the planet is warmer right now.
0	When I listen to another worker tell me that his factory has shut down , I remember all those men and women on the South Side of Chicago who
0	Now is the time to finally keep the promise of affordable, accessible health care for every single American.
2	A world in which nations recognize the shared responsibility for freedom and justice.
0	As a friend of mine who happens to be from New Jersey , a guy named Bruce Springsteen , once sang -- ( applause ) -- “ they spend
1	The United States , Japan and our Pacific friends , and now all of Europe , share a deep commitment to human freedom , embodied in strong alliances such
1	And this commitment, if we keep it, is a way to shared accomplishment.
0	We can see it happening right now.
2	Lived the dream - high school football on Friday night, Little League, neighborhood barbecue.
1	And the federal bench includes wise new members like Justice Sam Alito and Chief Justice John Roberts.
1	Our economy continues to face serious challenges.
1	We see examples of America's character all around us.
0	Through this remarkable chapter in the history of the United States and Iraq, we have met our responsibility.
0	And though our nation may be travelling through rough waters , they give us confidence that our course is true , and that beyond the pre-dawn darkness , better
1	These young Americans understand that our cause in Iraq is noble and necessary -- and that the advance of freedom is the calling of our time.
1	Science offers the hope that we may one day enjoy the potential benefits of embryonic stem cells without destroying human life.
2	The stakes are high this year and the choice is crucial , for the differences between the two candidates are as deep and wide as they have ever been
0	This same story can be told by people from South Africa to South Asia, from Eastern Europe to Indonesia.
2	And we must clean the air.
2	I've also asked him to raise the plight of the hostages held in Lebanon.
0	Go at them if they’re not making any sense.
1	I remember standing in the rubble of the World Trade Center three days later, surrounded by rescuers who had been working around the clock.
0	There will be many issues to discuss between our two countries, and we are willing to move forward without preconditions on the basis of mutual respect.
2	I am proud of my army and its men.
0	Whatever path you choose -- business , nonprofits , government , education , health care , the arts -- whatever it is , you 're going to have some
0	Consistent with our agreement with the Iraqi government, all U.S. troops will leave by the end of next year.
1	The bill includes other provisions to help American consumers and businesses.
2	I say it will be another American century.
0	And for the sake of our economy , our security , and the future of our planet , I will set a clear goal as President : in ten
0	Ending this war is not only in Iraq’s interest -- it’s in our own.
2	It is a mockery of human decency to call these people "guests."
0	We were founded upon the ideal that all are created equal , and we have shed blood and struggled for centuries to give meaning to those words , within
1	We are bound by ideals that move us beyond our backgrounds, lift us above our interests and teach us what it means to be citizens.
